last_update/Posting,date_created,Msg Id,author_id,author_name,title_name,comments,new posting - real url,archive real url,complete?,Archive Title,Archive Title ID,URL
2002-04-24,2002-04-24,,NULL,Lori Wright,Persuasion Too,,,https://www.dwiggie.com//derby/old_2002/loriw1.htm,,,,/derby/old_2002/loriw1.htm
2003-10-02,2003-10-02,,NULL,Louise,Elizabeth in London,,,https://www.dwiggie.com//derby/old_2003/louise1.htm,,,,/derby/old_2003/louise1.htm
1999-10-16,1999-10-16,,NULL,Louise,My First Story,,,https://www.dwiggie.com//derby/olde/louise.htm,,,,/derby/olde/louise.htm
2004-06-16,2004-06-16,,NULL,Lu,The Call of the Running Tide,,,https://www.dwiggie.com//derby/old_2004/lu1c.htm,,,,/derby/old_2004/lu1c.htm
2002-08-20,2002-08-20,,543,Lucie,Ahhh Mrs. Darcy,,,https://www.dwiggie.com//derby/old_2002/lucie7.htm,,,,/derby/old_2002/lucie7.htm
2003-07-27,2003-07-27,,543,Lucie,An Advantageous Night At The Theater,,,https://www.dwiggie.com//derby/old_2003/lucie12.htm,,,,/derby/old_2003/lucie12.htm
2001-07-18,2001-07-18,,543,Lucie,Best Behavior,,,https://www.dwiggie.com//derby/old_2001/lucie2.htm,,,,/derby/old_2001/lucie2.htm
2005-02-11,2005-02-11,,543,Lucie,Dinner at the Lucases',,,https://www.dwiggie.com//derby/old_2004/lucie13.htm,,,,/derby/old_2004/lucie13.htm
2002-10-31,2002-10-31,,543,Lucie,Dreams And Reality,,,https://www.dwiggie.com//derby/old_2002/lucie8.htm,,,,/derby/old_2002/lucie8.htm
2003-01-21,2003-01-21,,543,Lucie,"Friday September 14, 1812",,,https://www.dwiggie.com//derby/old_2003/lucie10.htm,,,,/derby/old_2003/lucie10.htm
2017-06-01,,125658,543,Lucie,Her Ladyship,ArchiveNew,"https://www.dwiggie.com/phorum/read.php?5,125658",,Y,NULL,NULL,
2006-01-29,2006-01-29,,543,Lucie,Jane Is Too Ill To Move,,,https://www.dwiggie.com//derby/old_2005/lucie6b.htm,,,,/derby/old_2005/lucie6b.htm
2008-03-31,2008-03-31,,543,Lucie,Lady Hampton,,,https://www.dwiggie.com//derby/old_2008/lucie15.htm,,,,/derby/old_2008/lucie15.htm
2012-11-30,2010-03-28,,543,Lucie,Lady Sophia Takes Charge,,,https://www.dwiggie.com//derby/lucie17b.htm,,,,/derby/lucie17b.htm
2005-09-25,2005-09-25,,543,Lucie,Letters,,,https://www.dwiggie.com//derby/old_2005/lucie3.htm,,,,/derby/old_2005/lucie3.htm
2004-01-23,2004-01-23,,543,Lucie,Mr. Collins' Panic Attack,,,https://www.dwiggie.com//derby/old_2004/lucie11.htm,,,,/derby/old_2004/lucie11.htm
1999-08-11,1999-08-11,,543,Lucie,Mr. Collins' Triumph,,,https://www.dwiggie.com//derby/olde/lucie1.htm,,,,/derby/olde/lucie1.htm
2000-07-29,2000-07-29,,543,Lucie,Mr. Collins's Triumph,,,https://www.dwiggie.com//derby/oldf/lucie1.htm,,,,/derby/oldf/lucie1.htm
2008-06-27,2008-06-27,,543,Lucie,Ten Years Gone By,,,https://www.dwiggie.com//derby/old_2008/lucie16.htm,,,,/derby/old_2008/lucie16.htm
2001-09-18,2001-09-18,,543,Lucie,The Day After The Netherfield Ball,,,https://www.dwiggie.com//derby/old_2002/lucie5.htm,,,,/derby/old_2002/lucie5.htm
2003-01-21,2003-01-21,,543,Lucie,Time Heals All Wounds,,,https://www.dwiggie.com//derby/old_2003/lucie9.htm,,,,/derby/old_2003/lucie9.htm
2001-10-08,2001-10-08,,543,Lucie,"Wives, Mothers and Daughters",,,https://www.dwiggie.com//derby/old_2001/lucie4.htm,,,,/derby/old_2001/lucie4.htm
2002-04-18,2002-04-18,,NULL,Lucinda,"C.K. William Darcy, You Have Unsuspected Depth",,,https://www.dwiggie.com//derby/old_2002/lucin3.htm,,,,/derby/old_2002/lucin3.htm
2001-09-06,2001-09-06,,NULL,Lucinda,Pride and Publicists,,,https://www.dwiggie.com//derby/old_2001/lucin1.htm,,,,/derby/old_2001/lucin1.htm
2002-03-27,2002-03-27,,NULL,Lucinda,S.O.S.: A Jane Fairfax Story,,,https://www.dwiggie.com//derby/old_2002/lucin2.htm,,,,/derby/old_2002/lucin2.htm
2008-01-06,2008-01-06,,247,Lucrezia,The Second Sister,,,https://www.dwiggie.com//derby/old_2008/lucrez1e.htm,,,,/derby/old_2008/lucrez1e.htm
2003-08-13,2003-08-13,,NULL,Lucy,An Unknown Quantity Of A Girl,,,https://www.dwiggie.com//derby/old_2003/lucy5b.htm,,,,/derby/old_2003/lucy5b.htm
2005-10-03,2005-10-03,,NULL,Lucy,As Only a Husband and Wife Ought,,,https://www.dwiggie.com//derby/old_2005/lucy7.htm,,,,/derby/old_2005/lucy7.htm
2003-06-07,2003-06-07,,NULL,Lucy,Brothers,,,https://www.dwiggie.com//derby/old_2003/lucy3.htm,,,,/derby/old_2003/lucy3.htm
2008-06-16,2008-06-16,,NULL,Lucy,Going on Charmingly,,,https://www.dwiggie.com//derby/old_2008/lucy8.htm,,,,/derby/old_2008/lucy8.htm
2003-06-28,2003-06-28,,NULL,Lucy,On the Nature of Love,,,https://www.dwiggie.com//derby/old_2003/lucy4.htm,,,,/derby/old_2003/lucy4.htm
2005-09-25,2005-09-25,,NULL,Lucy,Summer at Pemberley,,,https://www.dwiggie.com//derby/old_2005/lucy6e.htm,,,,/derby/old_2005/lucy6e.htm
2003-04-27,2003-04-27,,NULL,Lucy,The Final Indignity,,,https://www.dwiggie.com//derby/old_2003/lucy1.htm,,,,/derby/old_2003/lucy1.htm
2008-06-16,2008-06-16,,NULL,Lucy,To Teach the Admiring Multitude,,,https://www.dwiggie.com//derby/old_2008/lucy9.htm,,,,/derby/old_2008/lucy9.htm
2003-05-27,2003-05-27,,NULL,Lucy,When Least Expected,,,https://www.dwiggie.com//derby/old_2003/lucy2.htm,,,,/derby/old_2003/lucy2.htm
2011-03-10,2010-11-04,,1216,Lucy S,Daddy on Duty,,,https://www.dwiggie.com//derby/lucys4.htm,,,,/derby/lucys4.htm
2010-10-15,2010-10-15,,1216,Lucy S,Giving Thanks,,,https://www.dwiggie.com//derby/lucys3.htm,,,,/derby/lucys3.htm
2011-03-05,2010-03-28,,1216,Lucy S,The Course of True Love,,,https://www.dwiggie.com//derby/lucys2hh.htm,,,,/derby/lucys2hh.htm
2010-05-29,2010-05-29,,1216,Lucy S,Untitled Happy Tale,,,https://www.dwiggie.com//derby/lucys1.htm,,,,/derby/lucys1.htm
2005-10-03,2005-10-03,,189,Lydia,"Chaos at the Austen, Etc. Toy Company",,,https://www.dwiggie.com//derby/old_2005/lydia99.htm,,,,/derby/old_2005/lydia99.htm
2014-12-12,2014-12-12,,189,Lydia,For Love of Money (10 Lines of NA Nonsense),,,https://www.dwiggie.com//derby/hallow2014/lydiahall14.htm,,,,/derby/hallow2014/lydiahall14.htm
2008-11-03,2008-11-03,,189,Lydia,Halloween Challenge: Death of the Winter Wood ,,,https://www.dwiggie.com//derby/hallow2008/lydihall08.htm,,,,/derby/hallow2008/lydihall08.htm
2008-01-06,2008-01-06,,189,Lydia,Halloween Challenge: Mansfield Revisited (Or Perhaps Re-interred?),,,https://www.dwiggie.com//derby/hallow2007/lydia07.htm,,,,/derby/hallow2007/lydia07.htm
2012-11-02,2012-11-02,,189,Lydia,Northanger Noir,,,https://www.dwiggie.com//derby/hallow2012/lydiahall12.htm,,,,/derby/hallow2012/lydiahall12.htm
2009-11-15,2009-11-15,,189,Lydia,Perilous Vanity,,,https://www.dwiggie.com//derby/hallow2009/lydiahall09.htm,,,,/derby/hallow2009/lydiahall09.htm
2009-01-05,2009-01-05,,189,Lydia,"Princesses, Peas, and Other Imponderables",,,https://www.dwiggie.com//ani/stories/lydia1.htm,,,,/ani/stories/lydia1.htm
2008-09-25,2008-09-25,,189,Lydia,Resurrecting Hope,,,https://www.dwiggie.com//derby/old_2008/lydia.htm,,,,/derby/old_2008/lydia.htm
2010-11-11,2010-11-11,,NULL,Lydia,The Cunning of Old Age,,,https://www.dwiggie.com//derby/hallow2010/lydhall10.htm,,,,/derby/hallow2010/lydhall10.htm
2011-11-04,2011-11-04,,189,Lydia,There's No-One More Dignified than a Corpse,,,https://www.dwiggie.com//derby/hallow2011/lydiahall11.htm,,,,/derby/hallow2011/lydiahall11.htm
2002-07-02,2002-07-02,,NULL,Lydia H.,A Walk In The Clouds,,,https://www.dwiggie.com//derby/old_2002/lydiah2.htm,,,,/derby/old_2002/lydiah2.htm
2001-12-02,2001-12-02,,NULL,Lydia H.,Jane's Angels,,,https://www.dwiggie.com//derby/old_2002/lydiah.htm,,,,/derby/old_2002/lydiah.htm
2002-08-17,2002-08-17,,NULL,Lydia T.,On Entering the Married State,,,https://www.dwiggie.com//derby/old_2002/lydiat2.htm,,,,/derby/old_2002/lydiat2.htm
2002-08-06,2002-08-06,,NULL,Lydia T.,Pemberley,,,https://www.dwiggie.com//derby/old_2002/lydiat1.htm,,,,/derby/old_2002/lydiat1.htm
2003-07-27,2003-07-27,,NULL,Lydia T.,The Wickhams of New South Wales,,,https://www.dwiggie.com//derby/old_2003/lydiat3.htm,,,,/derby/old_2003/lydiat3.htm
2007-01-31,2007-01-31,,NULL,Lyia,Halloween Challenge: The Femme Fatal(e),,,https://www.dwiggie.com//derby/hallow2006/lydia1.htm,,,,/derby/hallow2006/lydia1.htm
2013-06-30,2013-06-30,,1672,Lynae,By Any Other Name,,,https://www.dwiggie.com//ani/stories/lynae2.htm,,,,/ani/stories/lynae2.htm
2013-07-09,2013-07-09,,1672,Lynae,Letters,,,https://www.dwiggie.com//derby/lynae3.htm,,,,/derby/lynae3.htm
2012-03-23,2012-03-15,,1672,Lynae,Lost and Found,,,https://www.dwiggie.com//derby/lynae1.htm,,,,/derby/lynae1.htm
2013-03-17,2013-03-17,,1672,Lynae,Star,,,https://www.dwiggie.com//ani/stories/lynae1.htm,,,,/ani/stories/lynae1.htm
2013-02-08,2012-06-18,,1672,Lynae,Through The Centuries,,,https://www.dwiggie.com//derby/lynae2.htm,,,,/derby/lynae2.htm
2010-05-20,2010-05-20,,1259,Lynda Lewis,Briars in the Road ,,,https://www.dwiggie.com//derby/lynda1.htm,,,,/derby/lynda1.htm
2008-12-02,2008-01-04,,497,Lynn,An Abundance,,,https://www.dwiggie.com//derby/old_2008/lynn1d.htm,,,,/derby/old_2008/lynn1d.htm
1999-07-28,1999-07-28,,NULL,Lynn O.,A Difficult Voyage,,,https://www.dwiggie.com//derby/olde/lynno2.htm,,,,/derby/olde/lynno2.htm
2001-09-18,2001-09-18,,NULL,Lynn O.,Knowlwood Manor,,,https://www.dwiggie.com//derby/old_2001/lynno5.htm,,,,/derby/old_2001/lynno5.htm
1999-03-17,1999-03-17,,NULL,Lynn O.,Letters,,,https://www.dwiggie.com//derby/oldd/lynno3.htm,,,,/derby/oldd/lynno3.htm
1999-10-22,1999-10-22,,NULL,Lynn O.,Prudence and Imprudence,,,https://www.dwiggie.com//derby/olde/lynno4.htm,,,,/derby/olde/lynno4.htm
1998-12-22,1998-12-22,,NULL,Lynn O.,Second Chance,,,https://www.dwiggie.com//derby/oldc/lynno1.htm,,,,/derby/oldc/lynno1.htm
1998-04-12,1998-04-12,,NULL,Lynne,Scents and Nonsense,,,https://www.dwiggie.com//derby/olda/lynne1.htm,,,,/derby/olda/lynne1.htm
2004-10-15,2004-10-15,,82,Lynne Robson,Surprises at Rosings,,,https://www.dwiggie.com//derby/old_2004/lynner1b.htm,,,,/derby/old_2004/lynner1b.htm
2008-08-29,2008-08-29,,82,Lynne Robson,The Journals of Thomas Bennet,,,https://www.dwiggie.com//derby/old_2008/lynner3.htm,,,,/derby/old_2008/lynner3.htm
2012-10-27,2007-02-02,,82,Lynne Robson,The Personal Diaries of Colonel Richard Fitzwilliam,,,https://www.dwiggie.com//derby/lynner2b.htm,,,,/derby/lynner2b.htm
2000-08-06,2000-08-06,,NULL,M,First Born,,,https://www.dwiggie.com//ani/stories/firstborn1.htm,,,,/ani/stories/firstborn1.htm
2013-02-20,2007-02-01,,1072,Mabel K,Another Daunting Task,,,https://www.dwiggie.com//derby/old_2007/mabelk2k.htm,,,,/derby/old_2007/mabelk2k.htm
2005-02-11,2005-02-11,,NULL,Mabel K.,A Daunting Task,,,https://www.dwiggie.com//derby/old_2005/mabelk1i.htm,,,,/derby/old_2005/mabelk1i.htm
1998-09-15,1998-09-15,,NULL,Mackenzie Ann,Fond Memories,,,https://www.dwiggie.com//derby/oldb/mack2.htm,,,,/derby/oldb/mack2.htm
1998-11-24,1998-11-24,,NULL,Mackenzie Ann,Pride Mountain,,,https://www.dwiggie.com//derby/oldc/mack1.htm,,,,/derby/oldc/mack1.htm
1998-08-20,1998-08-20,,NULL,Maddie,Colonel Fitzwilliam and Mrs. Reynolds,,,https://www.dwiggie.com//derby/oldb/maddie2.htm,,,,/derby/oldb/maddie2.htm
1998-09-12,1998-09-12,,NULL,Maddie,Emma: An Epistolary Novel,,,https://www.dwiggie.com//derby/oldb/maddie1.htm,,,,/derby/oldb/maddie1.htm
1999-07-10,1999-07-10,,NULL,Maddie and Nicole,The Proud and the Prejudiced,,,https://www.dwiggie.com//derby/olde/madnic1.htm,,,,/derby/olde/madnic1.htm
2003-08-13,2003-08-13,,NULL,Maggie,Uppercross,,,https://www.dwiggie.com//derby/old_2003/maggi1.htm,,,,/derby/old_2003/maggi1.htm
2007-02-01,2007-02-01,,NULL,Maggie Page,Rivals and Rascals,,,https://www.dwiggie.com//derby/old_2007/magp1e.htm,,,,/derby/old_2007/magp1e.htm
2014-09-20,2014-09-20,,2631,magpier,In the Way of Other Rich Men,,,https://www.dwiggie.com//derby/magpier1.htm,,,,/derby/magpier1.htm
1999-03-24,1999-03-24,,NULL,Mags,A Wedding at Uppercross,,,https://www.dwiggie.com//derby/oldd/mags2.htm,,,,/derby/oldd/mags2.htm
1999-07-21,1999-07-21,,NULL,Mags,Any Woman Who Truly Loved,,,https://www.dwiggie.com//derby/olde/mags4.htm,,,,/derby/olde/mags4.htm
1999-09-24,1999-09-24,,NULL,Mags,Clandestine Correspondence,,,https://www.dwiggie.com//derby/olde/mags3.htm,,,,/derby/olde/mags3.htm
1999-08-07,1999-08-07,,NULL,Mags,Deathmatch: Are You A Good Witch or A Bad Witch? Elizabeth Elliot vs. Lady Russell,,,https://www.dwiggie.com//derby/olde/mags6.htm,,,,/derby/olde/mags6.htm
1999-06-18,1999-06-18,,NULL,Mags,Deathmatch: Men of the Cloth,,,https://www.dwiggie.com//derby/olde/mags5.htm,,,,/derby/olde/mags5.htm
1999-02-04,1999-02-04,,NULL,Mags,"From the Archives of the ""Dr. Laura"" Show",,,https://www.dwiggie.com//derby/oldc/mags1.htm,,,,/derby/oldc/mags1.htm
1999-09-26,1999-09-26,,NULL,Mags,Strawberries and Champagne,,,https://www.dwiggie.com//derby/olde/mags7.htm,,,,/derby/olde/mags7.htm
2002-09-16,2002-09-16,,NULL,Mags,The Firstborn,,,https://www.dwiggie.com//derby/old_2002/mags9h.htm,,,,/derby/old_2002/mags9h.htm
2004-01-23,2004-01-23,,NULL,Mags,The Rector of Uppercross,,,https://www.dwiggie.com//derby/old_2003/mags8e.htm,,,,/derby/old_2003/mags8e.htm
2001-01-02,2001-01-02,,NULL,Mags,The Rector's Wife,,,https://www.dwiggie.com//derby/oldf/mags10.htm,,,,/derby/oldf/mags10.htm
1999-10-22,1999-10-22,,NULL,Mags,Tilney At The Bat,,,https://www.dwiggie.com//derby/olde/mags10.htm,,,,/derby/olde/mags10.htm
2003-11-30,2003-11-30,,NULL,Malini,A Prudent Motive,,,https://www.dwiggie.com//derby/old_2003/malini9e.htm,,,,/derby/old_2003/malini9e.htm
2005-02-11,2005-02-11,,NULL,Malini,A Tortured (Tortuous) Reading of Emma,,,https://www.dwiggie.com//derby/old_2004/malini17.htm,,,,/derby/old_2004/malini17.htm
2002-06-04,2002-06-04,,NULL,Malini,Consulting Pride And Prejudice,,,https://www.dwiggie.com//derby/old_2002/malin11.htm,,,,/derby/old_2002/malin11.htm
2005-02-11,2005-02-11,,NULL,Malini,Contracts and Conscionability,,,https://www.dwiggie.com//derby/old_2004/malini16.htm,,,,/derby/old_2004/malini16.htm
1998-06-01,1998-06-01,,NULL,Malini,Deathmatch! -- Mrs. Bennet vs Mrs. Jennings,,,https://www.dwiggie.com//derby/olda/malini5.htm,,,,/derby/olda/malini5.htm
2005-02-11,2005-02-11,,NULL,Malini,Fanny Price's Erie Choice,,,https://www.dwiggie.com//derby/old_2004/malini18.htm,,,,/derby/old_2004/malini18.htm
2000-10-02,2000-10-02,,NULL,Malini,Jane Austen's Guide to Practical Romance,,,https://www.dwiggie.com//derby/oldf/malin15.htm,,,,/derby/oldf/malin15.htm
2005-02-12,2005-02-12,,NULL,Malini,Keep My Song,,,https://www.dwiggie.com//derby/old_2005/malini7d.htm,,,,/derby/old_2005/malini7d.htm
2005-02-11,2005-02-11,,NULL,Malini,Love Song of a Latter Day Chauvinist ,,,https://www.dwiggie.com//derby/old_2005/malini19.htm,,,,/derby/old_2005/malini19.htm
1998-12-06,1998-12-06,,NULL,Malini,Neurotic In New York,,,https://www.dwiggie.com//derby/oldc/malini6.htm,,,,/derby/oldc/malini6.htm
2001-07-01,2001-07-01,,NULL,Malini,"Pride, Prejudice and Bertie Wooster",,,https://www.dwiggie.com//derby/old_2001/malini4b.htm,,,,/derby/old_2001/malini4b.htm
2005-03-21,2005-03-21,,NULL,Malini,Profanation of Our Joys,,,https://www.dwiggie.com//derby/old_2005/malini15.htm,,,,/derby/old_2005/malini15.htm
1999-11-06,1999-11-06,,NULL,Malini,Sic Semper Tyrannis,,,https://www.dwiggie.com//derby/olde/malini3.htm,,,,/derby/olde/malini3.htm
2008-11-18,2008-11-18,,NULL,Malini,Skirting the Truth,,,https://www.dwiggie.com//derby/old_2008/malini20.htm,,,,/derby/old_2008/malini20.htm
2004-10-15,2004-10-15,,NULL,Malini,Sparks Amid The Cinders,,,https://www.dwiggie.com//derby/old_2004/malini14.htm,,,,/derby/old_2004/malini14.htm
1999-11-13,1999-11-13,,NULL,Malini,"The Cult Of Jane, Or The Heart Of A Dwiggie",,,https://www.dwiggie.com//derby/olde/malin10.htm,,,,/derby/olde/malin10.htm
1999-06-14,1999-06-14,,NULL,Malini,The Midwife's Tale,,,https://www.dwiggie.com//derby/olde/malini8.htm,,,,/derby/olde/malini8.htm
1999-02-04,1999-02-04,,NULL,Malini,The Miniature,,,https://www.dwiggie.com//derby/oldc/malini8.htm,,,,/derby/oldc/malini8.htm
2000-03-05,2000-03-05,,NULL,Malini,Two For Tee,,,https://www.dwiggie.com//derby/olde/malin12.htm,,,,/derby/olde/malin12.htm
2000-02-16,2000-02-16,,NULL,Mandy,Sacrifices For Love (Formerly Untitled),,,https://www.dwiggie.com//derby/olde/mandy.htm,,,,/derby/olde/mandy.htm
2010-12-18,2010-12-18,,1073,Mara,Redefining Lydia,,,https://www.dwiggie.com//derby/mara1.htm,,,,/derby/mara1.htm
2017-04-26,,125255,1459,Marci,Advantageously Hit by a Carriage: Samuel Jonesâ€™ Story - Complete,ArchiveNew,"https://www.dwiggie.com/phorum/read.php?5,125255",,Y,NULL,NULL,
2017-04-11,,125095,1459,Marci,"Ignorance anad Irony Chapter 2 (part2) -[I had to manufacture this entry, it was missing]",AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125094",,,,,
2017-03-22,,124842,1459,Marci,Ignorance and Irony,dna,"https://www.dwiggie.com/phorum/read.php?5,124842",,,NULL,NULL,
2017-04-05,,125025,1459,Marci,Ignorance and Irony - Chapter 1 Part 1,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125025",,,NULL,NULL,
2017-04-05,,125026,1459,Marci,Ignorance and Irony - Chapter 1 Part 2,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125026",,,NULL,NULL,
2017-07-07,,125978,1459,Marci,Ignorance and Irony - Chapter 10,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125978",,,NULL,NULL,
2017-07-12,,126023,1459,Marci,Ignorance and Irony - Chapter 11 (Part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,126023",,,NULL,NULL,
2017-07-12,,126024,1459,Marci,Ignorance and Irony - Chapter 11 (Part 2),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,126024",,,NULL,NULL,
2017-04-11,,125094,1459,Marci,Ignorance and Irony - Chapter 2 (Part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125094",,,NULL,NULL,
2017-04-20,,125162,1459,Marci,Ignorance and Irony - Chapter 3 (Part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125162",,,NULL,NULL,
2017-04-20,,125164,1459,Marci,Ignorance and Irony - Chapter 3 (Part 2),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125164",,,NULL,NULL,
2017-05-10,,125392,1459,Marci,Ignorance and Irony - Chapter 4 (Part One),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125392",,,NULL,NULL,
2017-05-10,,125393,1459,Marci,Ignorance and Irony - Chapter 4 (Part Two),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125393",,,NULL,NULL,
2017-05-27,,125585,1459,Marci,Ignorance and Irony - Chapter 5 Part One,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125585",,,NULL,NULL,
2017-05-27,,125586,1459,Marci,Ignorance and Irony - Chapter 5 Part Two,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125586",,,NULL,NULL,
2017-06-04,,125689,1459,Marci,Ignorance and Irony - Chapter 6 (Part Two),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125689",,,NULL,NULL,
2017-06-09,,125763,1459,Marci,Ignorance and Irony - Chapter 7 Part One,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125763",,,NULL,NULL,
2017-06-09,,125764,1459,Marci,Ignorance and Irony - Chapter 7 Part Two,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125764",,,NULL,NULL,
2017-06-19,,125867,1459,Marci,Ignorance and Irony - Chapter 8 (Part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125867",,,NULL,NULL,
2017-06-19,,125868,1459,Marci,Ignorance and Irony - Chapter 8 (Part 2),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125868",,,NULL,NULL,
2017-06-26,,125918,1459,Marci,Ignorance and Irony - Chapter 9 (Part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125918",,,NULL,NULL,
2017-06-26,,125919,1459,Marci,Ignorance and Irony - Chapter 9 (Part 2),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125919",,,NULL,NULL,
2017-07-17,,126081,1459,Marci,Ignorance and Irony - Epilogue,AppendNew,"https://www.dwiggie.com/phorum/read.php?5,126081",,Y,NULL,NULL,
2017-03-31,,124957,1459,Marci,Ignorance and Irony - REVISED VERSION,ArchiveNew,"https://www.dwiggie.com/phorum/read.php?5,124957",,Y,NULL,NULL,
2017-06-04,,125688,1459,Marci,Ingorance and Irony - Chapter 6 (part 1),AppendNew,"https://www.dwiggie.com/phorum/read.php?5,125688",,,NULL,NULL,
2011-06-02,2011-04-13,,1459,Marci,Lady Russell's Reservations,,,https://www.dwiggie.com//derby/marci1.htm,,,,/derby/marci1.htm
2007-02-01,2007-02-01,,212,Marg B.,"Oh, What I Suffer",,,https://www.dwiggie.com//derby/old_2007/margb1.htm,,,,/derby/old_2007/margb1.htm
2002-07-18,2002-07-18,,2,Margaret D.,Making a Fine Figure,,,https://www.dwiggie.com//derby/old_2002/margd3f.htm,,,,/derby/old_2002/margd3f.htm
2012-07-26,2012-07-26,,2125,Margaret Ellen,A Horse Throws a Shoe,,,https://www.dwiggie.com//derby/margellen1.htm,,,,/derby/margellen1.htm
2012-10-08,2012-10-08,,2125,Margaret Ellen,Bingley's Background,,,https://www.dwiggie.com//derby/margellen2.htm,,,,/derby/margellen2.htm
2012-12-16,2012-12-16,,2125,Margaret Ellen,Georgie Writes a Note,,,https://www.dwiggie.com//derby/margellen3.htm,,,,/derby/margellen3.htm
2013-03-17,2013-03-17,,2125,Margaret Ellen,Mr. Darcy Thinks,,,https://www.dwiggie.com//derby/margellen4.htm,,,,/derby/margellen4.htm
2008-06-16,2008-06-16,,NULL,Margaret S.,A Misunderstanding of Character,,,https://www.dwiggie.com//derby/old_2008/margs1.htm,,,,/derby/old_2008/margs1.htm
2005-04-06,2005-04-06,,NULL,Margie M.,Perceptions of Reality,,,https://www.dwiggie.com//derby/old_2005/margiem1b.htm,,,,/derby/old_2005/margiem1b.htm
2013-05-20,2012-12-16,,496,Mari,All Darcy Could Do: The Longer Version,,,https://www.dwiggie.com//derby/mari02b.htm,,,,/derby/mari02b.htm
2012-10-27,2012-10-27,,496,Mari,Anne Does What She Must,,,https://www.dwiggie.com//derby/mari01.htm,,,,/derby/mari01.htm
2011-07-18,2011-07-18,,20,Mari A,A Handful of Letters,,,https://www.dwiggie.com//derby/mari16.htm,,,,/derby/mari16.htm
2012-02-10,2011-10-29,,20,Mari A,A Matter of Secrecy,,,https://www.dwiggie.com//derby/mari19c.htm,,,,/derby/mari19c.htm
2011-09-22,2011-09-22,,20,Mari A,"Beer & Prejudice, An Oktoberfest Tale",,,https://www.dwiggie.com//derby/mari18.htm,,,,/derby/mari18.htm
2010-03-05,2010-01-19,,20,Mari A,Blackout ,,,https://www.dwiggie.com//derby/mari10.htm,,,,/derby/mari10.htm
2015-12-20,2015-12-20,,20,Mari A,Darkness Falling,,,https://www.dwiggie.com//derby/hallow2015/mari2hall15.htm,,,,/derby/hallow2015/mari2hall15.htm
2010-09-06,2010-09-06,,20,Mari A,Heatwave,,,https://www.dwiggie.com//derby/mari14.htm,,,,/derby/mari14.htm
2009-11-15,2009-11-15,,20,Mari A,Iniquities of the Past,,,https://www.dwiggie.com//derby/hallow2009/marihall09.htm,,,,/derby/hallow2009/marihall09.htm
2009-07-19,2009-07-19,,20,Mari A,L'Histoire de la Rose Blanche,,,https://www.dwiggie.com//derby/old_2009/mari9.htm,,,,/derby/old_2009/mari9.htm
2012-11-02,2012-11-02,,20,Mari A,More Bright Than Unswept Stone ,,,https://www.dwiggie.com//derby/hallow2012/marihall12.htm,,,,/derby/hallow2012/marihall12.htm
2011-10-18,2011-09-04,,20,Mari A,Much Ado About Sandcastles ,,,https://www.dwiggie.com//derby/mari17b.htm,,,,/derby/mari17b.htm
2013-08-24,2013-08-24,,20,Mari A,Of Babies and Barracudas,,,https://www.dwiggie.com//derby/mari22.htm,,,,/derby/mari22.htm
2014-09-20,2014-09-20,,20,Mari A,Of Cobblers & Casablanca,,,https://www.dwiggie.com//derby/mari25.htm,,,,/derby/mari25.htm
2014-08-23,2014-08-23,,20,Mari A,Of Eyeliners & Egyptian Cotton,,,https://www.dwiggie.com//derby/mari24.htm,,,,/derby/mari24.htm
2015-05-23,2015-05-23,,20,Mari A,Of Interviews and Instagram,,,https://www.dwiggie.com//derby/mari27.htm,,,,/derby/mari27.htm
2013-08-24,2013-08-24,,20,Mari A,Of Milkshakes & Mythology,,,https://www.dwiggie.com//derby/mari23.htm,,,,/derby/mari23.htm
2011-01-27,2011-01-08,,20,Mari A,One Year,,,https://www.dwiggie.com//derby/mari15.htm,,,,/derby/mari15.htm
2015-05-23,2015-05-23,,20,Mari A,"Or, Beards & Barbarians",,,https://www.dwiggie.com//derby/mari26.htm,,,,/derby/mari26.htm
2009-08-07,2008-01-06,,20,Mari A,"Pride, Prejudice and Prussians",,,https://www.dwiggie.com//derby/old_2009/mari1d.htm,,,,/derby/old_2009/mari1d.htm
